iter	Logloss
157	0.4253376532
158	0.4248392668
159	0.4244524505
160	0.4240112687
161	0.4234929846
162	0.4231120395
163	0.4225192519
164	0.4220236242
165	0.4216680716
166	0.4212209499
167	0.4206961846
168	0.4201438211
169	0.4196361041
170	0.4193499148
171	0.4188777286
172	0.4184356415
173	0.4179713439
174	0.4174803173
175	0.4171709292
176	0.416838531
177	0.4162728319
178	0.4158288226
179	0.4152906091
180	0.4147219738
181	0.4142337469
182	0.4137794832
183	0.4133021235
184	0.4128168501
185	0.4122750558
186	0.4117845114
187	0.4113710362
188	0.4108526293
189	0.4103706103
190	0.4100685069
191	0.4098487531
192	0.4096109802
193	0.4089505756
194	0.4083730581
195	0.4079675896
196	0.4074399697
197	0.4071187127
198	0.4067109484
199	0.4062660786
200	0.4060916905
201	0.405754079
202	0.4053227042
203	0.405021886
204	0.4045950094
205	0.4042765638
206	0.4036083713
207	0.4031328352
208	0.4026037162
209	0.4022359985
210	0.4017516824
211	0.4012839137
212	0.4008095288
213	0.4003894277
214	0.4001161564
215	0.3997359892
216	0.3997359706
217	0.3993472594
218	0.3989356798
219	0.3983465318
220	0.3978649852
221	0.3975516735
222	0.3969416936
223	0.3966238669
224	0.396143296
225	0.3958618244
226	0.3956692761
227	0.395320087
228	0.3949884702
229	0.3945192027
230	0.3941810578
231	0.3937572834
232	0.3932477251
233	0.3930716733
234	0.3926839334
235	0.3925166524
236	0.3920623754
237	0.3919214256
238	0.3916062602
239	0.3913681975
240	0.3910496861
241	0.3906435648
242	0.3902115124
243	0.3899969797
244	0.3898594923
245	0.3893882478
246	0.3891036852
247	0.3885880372
248	0.388255914
249	0.3879546572
250	0.3873729185
251	0.3871234214
252	0.3868437446
253	0.3865700787
254	0.3862983667
255	0.3859971176
256	0.385540657
257	0.385320417
258	0.3849938941
259	0.3847962887
260	0.3845906949
261	0.3840737819
262	0.3837233578
263	0.3833344808
264	0.3830337022
265	0.3826022393
266	0.3823171336
267	0.3820029274
268	0.3819622414
269	0.3817639141
270	0.3815199167
271	0.3813226101
272	0.3807849672
273	0.3805400383
274	0.3800522715
275	0.3797635627
276	0.37941869
277	0.3790587018
278	0.3788496152
279	0.3785714863
280	0.3783360906
281	0.3781231195
282	0.3779211437
283	0.3774792684
284	0.3772771697
285	0.3769872521
286	0.3767217633
287	0.3764669856
288	0.3762100936
289	0.3755932739
290	0.3752092137
291	0.3747631546
292	0.3746068384
293	0.3745367738
294	0.3742649294
295	0.373906349
296	0.3736047004
297	0.3731797839
298	0.3728884508
299	0.3724460767
300	0.3724422125
301	0.3722397368
302	0.3719066891
303	0.3714860985
304	0.3711214925
305	0.3708545936
306	0.3706285269
307	0.3702353105
308	0.3700111495
309	0.3695991915
310	0.3694354839
311	0.3691423887
312	0.3688634241
313	0.3685286537
314	0.3682654348
315	0.3679130155
316	0.3676232949
317	0.3676000248
318	0.3673362404
319	0.367022521
320	0.3668207265
321	0.3664722649
322	0.3661575553
323	0.3657316805
324	0.365503284
325	0.3651888977
326	0.3647256975
327	0.3644139539
328	0.3641365055
329	0.3638633735
330	0.3635218797
331	0.3633207188
332	0.363192656
333	0.3628639075
334	0.3626085392
335	0.3623296406
336	0.3621283391
337	0.3617060647
338	0.3614495617
339	0.3609247885
340	0.3606815094
341	0.3600639886
342	0.3596151288
343	0.3593511905
344	0.3588913096
345	0.3585988903
346	0.35830768
347	0.3579750917
348	0.3578553534
349	0.3573380587
350	0.3571374179
351	0.3569007528
352	0.3565752303
353	0.3564158184
354	0.3562630289
355	0.356232526
356	0.3558377771
357	0.355482688
358	0.355190315
359	0.354951836
360	0.354564823
361	0.3545516272
362	0.3542656939
363	0.3538482533
364	0.3536059947
365	0.3534677039
366	0.3530611483
367	0.3527680402
368	0.3523860842
369	0.3520832684
370	0.3516827696
371	0.3515168421
372	0.3511761988
373	0.3509541002
374	0.3506512758
375	0.350620999
376	0.3503122463
377	0.3499724431
378	0.3494726127
379	0.3491737178
380	0.3490083518
381	0.3485600227
382	0.3483729711
383	0.3479815396
384	0.3477326467
385	0.3473378152
386	0.3470629547
387	0.346940884
388	0.3467150723
389	0.3464591512
390	0.3462414274
391	0.3458714032
392	0.3455889837
393	0.34530583
394	0.3450730089
395	0.3448332149
396	0.3444459086
397	0.3440977854
398	0.3438557509
399	0.3437483224
400	0.3433852443
401	0.3432007028
402	0.3431385545
403	0.3428000918
404	0.34268583
405	0.3423076704
406	0.3419642353
407	0.3417572244
408	0.341470133
409	0.3411480123
410	0.340863106
411	0.3404715551
412	0.3401971407
413	0.3400949409
414	0.3398907065
415	0.3397201894
416	0.3395474635
417	0.339213977
418	0.3391878711
419	0.3389241288
420	0.3387718149
421	0.3385892595
422	0.3382666032
423	0.3380676149
424	0.3379036176
425	0.3378641777
426	0.3377540131
427	0.3375587427
428	0.3372360598
429	0.3370688787
430	0.3367216195
431	0.3364709947
432	0.3360739076
433	0.3357020385
434	0.3355184018
435	0.3353243597
436	0.3351973412
437	0.334952385
438	0.3346569917
439	0.3344707264
440	0.3343534973
441	0.3341694837
442	0.3337379717
443	0.3337239864
444	0.3334462675
445	0.3331150046
446	0.3329343021
447	0.3326901702
448	0.3325050764
449	0.3322420248
450	0.3318941192
451	0.3315956489
452	0.3314410693
453	0.3311236274
454	0.3311229677
455	0.3309735461
456	0.3307802248
457	0.3305215479
458	0.3304892431
459	0.3302736625
460	0.3301749
461	0.3300425417
462	0.3299126813
463	0.3298943607
464	0.3295797052
465	0.3295072689
466	0.3292921886
467	0.3289833073
468	0.3288228922
469	0.328606882
470	0.3284762061
471	0.3282533558
472	0.3280720867
473	0.3278146565
474	0.3276570848
475	0.3273752672
476	0.3271151865
477	0.3269299594
478	0.3267021482
479	0.3262715665
480	0.3261562457
481	0.3259840986
482	0.3257179776
483	0.3254657552
484	0.3252195889
485	0.3250978638
486	0.3250144211
487	0.3246812768
488	0.3244621591
489	0.3241240361
490	0.3238324776
491	0.3236402751
492	0.3233967603
493	0.3232757317
494	0.323022621
495	0.322883144
496	0.3227244384
497	0.3223486981
498	0.3220630275
499	0.3217313041
500	0.3215163418
501	0.3213417353
502	0.3210649568
503	0.3208732201
504	0.3208261447
505	0.3205482242
506	0.3202107828
507	0.320025035
508	0.3196053433
509	0.3193268952
510	0.3190718691
511	0.3189132793
512	0.3185809766
513	0.318328956
514	0.3179846495
515	0.3176447461
516	0.3175627896
517	0.3173618304
518	0.3171000757
519	0.3168612686
520	0.3164882844
521	0.316273329
522	0.3158522268
523	0.315680826
524	0.3152818972
525	0.3149318761
526	0.3147052015
527	0.3146773297
528	0.3145171628
529	0.3143279873
530	0.3142131228
531	0.3138850206
532	0.3135453517
533	0.3134721216
534	0.3133230743
535	0.3130003169
536	0.3128493579
537	0.3125429193
538	0.3123722313
539	0.312078136
540	0.3119451017
541	0.3118054068
542	0.3113972431
543	0.3109812509
544	0.310697159
545	0.3104151969
546	0.3102709425
547	0.3101322408
548	0.3098951964
549	0.3097687509
550	0.3095506854
551	0.3091730225
552	0.3090271498
553	0.3087497432
554	0.3086997179
555	0.3084869169
556	0.3081617519
557	0.3080163431
558	0.3079387083
559	0.3077560268
560	0.3075469222
561	0.3074741143
562	0.3070844914
563	0.3068474945
564	0.3065937973
565	0.3064710648
566	0.3062817018
567	0.3058741328
568	0.3055874137
569	0.3052206376
570	0.3049767249
571	0.3047186021
572	0.3045140117
573	0.3042387214
574	0.3040729353
575	0.3038287509
576	0.3035901318
577	0.3033478175
578	0.3031565799
579	0.302962197
580	0.302770726
581	0.3025798268
582	0.3023291662
583	0.3020669605
584	0.3018133882
585	0.3015776189
586	0.3013939191
587	0.3011682575
588	0.3009869152
589	0.3008916731
590	0.3007479243
591	0.3004970786
592	0.3001694863
593	0.2999823213
594	0.2995925181
595	0.2993722558
596	0.2991836212
597	0.2991690187
598	0.2990253235
599	0.2990044595
600	0.2987010408
601	0.2985147864
602	0.2983304347
603	0.2981139994
604	0.2978080974
605	0.2976414938
606	0.2974455223
607	0.2971814225
608	0.2969098516
609	0.2967481228
610	0.2965509578
611	0.2961896199
612	0.2958815518
613	0.2955989971
614	0.2954674721
615	0.2952974268
616	0.2950270904
617	0.2949016886
618	0.2947512026
619	0.2945176176
620	0.2941442824
621	0.2938561923
622	0.2937334592
623	0.2936344466
624	0.293239365
625	0.2930044114
626	0.2928519667
627	0.2926561122
628	0.2925775065
629	0.2923858695
630	0.2920827988
631	0.2919062735
632	0.2915682946
633	0.2913410826
634	0.2910417899
635	0.2907126989
636	0.2905062416
637	0.290310871
638	0.2901241071
639	0.2899286865
640	0.2897007666
641	0.2894204647
642	0.2891424558
643	0.2888764981
644	0.2887252484
645	0.2884828112
646	0.2882572257
647	0.2879571993
648	0.2877728982
649	0.2875546923
650	0.2871732146
651	0.2869658357
652	0.2867523783
653	0.2866198931
654	0.2864368357
655	0.2862851013
656	0.2860818825
657	0.2859932811
658	0.2857774735
659	0.2856541759
660	0.2853955175
661	0.2852245363
662	0.2850490108
663	0.2848997848
664	0.2847150293
665	0.2845333317
666	0.2843455861
667	0.2840615452
668	0.2838579102
669	0.2836882348
670	0.2835650862
671	0.2833993028
672	0.2830225596
673	0.282852706
674	0.2826712034
675	0.2825553605
676	0.2823666334
677	0.2821869024
678	0.2820379005
679	0.2817970291
680	0.2815626476
681	0.2812863394
682	0.28098816
683	0.2807299831
684	0.2804940191
685	0.2803193266
686	0.2801547702
687	0.2798561293
688	0.2795280758
689	0.2793458357
690	0.2790725508
691	0.2786633189
692	0.2783644882
693	0.2781044045
694	0.277914337
695	0.2775918105
696	0.2774660553
697	0.2772857275
698	0.2770320895
699	0.2767337846
700	0.2764629455
701	0.2763087279
702	0.276045016
703	0.2758700107
704	0.275696455
705	0.2755616514
706	0.2752485766
707	0.2750576904
708	0.2748427476
709	0.2746311022
710	0.2742924399
711	0.2741717563
712	0.2739400314
713	0.273789013
714	0.2736405018
715	0.2733602235
716	0.2731200618
717	0.2728365692
718	0.2726685925
719	0.2725525453
720	0.2723665477
721	0.2722060767
722	0.2719904493
723	0.2717195303
724	0.2714271355
725	0.2712211993
726	0.2711014298
727	0.2710005206
728	0.270794026
729	0.2705057441
730	0.2703490207
731	0.2702066711
732	0.2700722454
733	0.2698025655
734	0.2696530385
735	0.2694216926
736	0.2692650379
737	0.2690650117
738	0.2688780203
739	0.2685799019
740	0.2683448628
741	0.2682372038
742	0.2679444216
743	0.2678069334
744	0.2675656166
745	0.2672472935
746	0.2669903084
747	0.2668726851
748	0.2666813982
749	0.2665431834
750	0.266323
751	0.2661048682
752	0.2658277273
753	0.2656206526
754	0.2653100265
755	0.2650913333
756	0.2648891623
757	0.264700083
758	0.2645027878
759	0.26429609
760	0.2641318667
761	0.2639641689
762	0.263814212
763	0.2635521317
764	0.2633782373
765	0.2631794639
766	0.2629695268
767	0.2628608437
768	0.262649389
769	0.2625165519
770	0.2623846344
771	0.2622090527
772	0.2620769395
773	0.2619369547
774	0.2618128087
775	0.2615231078
776	0.2612674401
777	0.261103736
778	0.2607281921
779	0.2605766783
780	0.2603658443
781	0.2600491264
782	0.2597424794
783	0.2594285138
784	0.2591459935
785	0.2587990793
786	0.2585767895
787	0.2583484382
788	0.2580894036
789	0.2579120264
790	0.2578183999
791	0.2576424946
792	0.2573309537
793	0.2571217071
794	0.2569021192
795	0.2567224804
796	0.256526693
797	0.2563566898
798	0.2562819107
799	0.256171252
800	0.256018715
801	0.2557861519
802	0.2555108335
803	0.2553978783
804	0.2551165667
805	0.2549565608
806	0.2546458905
807	0.2544536605
808	0.2542745927
809	0.2541051364
810	0.2540091819
811	0.2538688012
812	0.2537011435
813	0.2535179955
814	0.2534098335
815	0.2531527111
816	0.2530813189
817	0.2528833232
818	0.2526528726
819	0.2523815308
820	0.2521130651
821	0.2519559287
822	0.2517800341
823	0.2516345644
824	0.2513871862
825	0.2511545793
826	0.2509263939
827	0.2507033614
828	0.2505687962
829	0.250351825
830	0.2500161898
831	0.2497256199
832	0.2494611187
833	0.2491765788
834	0.2490389725
835	0.2487988798
836	0.2486628323
837	0.2483152586
838	0.2480523969
839	0.2478747953
840	0.2477138371
841	0.2475468909
842	0.2473675449
843	0.247236409
844	0.2470204384
845	0.2468142094
846	0.2466441641
847	0.2464438211
848	0.2462933733
849	0.2462075947
850	0.2458854443
851	0.2456699709
852	0.2455585859
853	0.245224205
854	0.2451356181
855	0.2449789206
856	0.2448080322
857	0.244645676
858	0.2443418158
859	0.2442086187
860	0.2439845412
861	0.2437247572
862	0.2434968244
863	0.2432565791
864	0.2430026477
865	0.2426968633
866	0.2425476123
867	0.2424393304
868	0.2422007893
869	0.2419932312
870	0.2419078937
871	0.2416439901
872	0.2414855982
873	0.2412897685
874	0.2411699839
875	0.2410079408
876	0.2408552497
877	0.2407276473
878	0.240585107
879	0.2404191285
880	0.2402922035
881	0.2400338122
882	0.2398651807
883	0.2395828243
884	0.2394511165
885	0.2392531652
886	0.2391003619
887	0.2389391134
888	0.2387465028
889	0.2385565804
890	0.2383926549
891	0.2382445074
892	0.2379908409
893	0.2378466525
894	0.2375944738
895	0.237540221
896	0.2372995102
897	0.2370735046
898	0.2369176212
899	0.2367568774
900	0.2366196104
901	0.2364808389
902	0.2360957545
903	0.2359824297
904	0.2357670716
905	0.2356419557
906	0.2353478084
907	0.2351676031
908	0.2349188746
909	0.23475044
910	0.2345553688
911	0.2342542927
912	0.2340817314
913	0.2339790637
914	0.2338657598
915	0.2337089054
916	0.2333750905
917	0.2331620752
918	0.2330605971
919	0.2327789487
920	0.2326309506
921	0.2324698693
922	0.2323032656
923	0.2321662074
924	0.2319413091
925	0.2317315346
926	0.2315551303
927	0.2313792629
928	0.2312494926
929	0.2311108288
930	0.2309841457
931	0.2308267392
932	0.2306654984
933	0.2304992184
934	0.2303261272
935	0.2300719331
936	0.2299101324
937	0.2298093181
938	0.2296630684
939	0.2295428942
940	0.2293193846
941	0.2291300556
942	0.2289952191
943	0.2288216621
944	0.2286644507
945	0.2286029625
946	0.2282715754
947	0.2281372611
948	0.2280138142
949	0.2278456132
950	0.2276495906
951	0.2274419818
952	0.2272804793
953	0.2270387307
954	0.2268829492
955	0.2267223038
956	0.226473885
957	0.2262772369
958	0.2260877333
959	0.2258112621
960	0.2257009182
961	0.2254733566
962	0.2252853072
963	0.2250221516
964	0.2248189363
965	0.2246071845
966	0.2243512332
967	0.2241953323
968	0.2240082398
969	0.2239100117
970	0.2236976114
971	0.2235024078
972	0.2232954459
973	0.2231170626
974	0.2229271457
975	0.222754498
976	0.222561242
977	0.2224375039
978	0.2222123523
979	0.22206582
980	0.2218491893
981	0.2217558135
982	0.2215889829
983	0.2214246998
984	0.221272651
985	0.2211352315
986	0.2208945787
987	0.2207863939
988	0.2207116289
989	0.2205620372
990	0.2203757524
991	0.2202228741
992	0.2200990816
993	0.219863332
994	0.2196367609
995	0.2194710438
996	0.2193183878
997	0.2191984863
998	0.2190095239
999	0.2187014885
